image,caption_number,caption,id
6910820943.jpg,2,Một trận đấu bóng đá của những người đàn ông giữa một đội màu trắng và đen và một đội mặc áo sọc màu đỏ và xanh,29380
6910820943.jpg,3,Một cầu thủ phòng ngự đang chặn đường bóng của đối thủ trong trận bóng đá chuyên nghiệp,29380
6910820943.jpg,4,Một cầu thủ đang rê bóng vượt qua cầu thủ phòng ngự,29380
6910899095.jpg,0,Một cầu thủ bóng đá trong trang phục màu xanh đỏ đang đá bóng và hai người chơi đối thủ mặc đồng phục màu đen và trắng đang quan sát,29381
6910899095.jpg,1,Một cầu thủ bóng đá chuyên nghiệp mặc áo đen và trắng chạy phía sau quả bóng sau khi đối thủ của mình đá nó sai hướng,29381
6910899095.jpg,2,Bốn cầu thủ bóng đá hai người mặc áo màu xanh và đỏ và hai người mặc áo màu trắng và đen đấu tranh giành lấy quả bóng trên không trung,29381
6910899095.jpg,3,Bốn cầu thủ bóng đá đang tham gia một trận bóng đá chuyên nghiệp trong khi một cầu thủ mặc áo màu xanh và đỏ vừa đá quả bóng lên không trung,29381
6910899095.jpg,4,Một cầu thủ bóng đá trên sân đang đá quả bóng trong không trung trong trận đấu,29381
6915111992.jpg,0,Một cậu bé mặc áo màu vàng đang đá một quả bóng đá đến một cậu bé mặc áo màu đỏ trong khi một số chàng trai khác đang chơi bóng đá phía sau,29392
6915111992.jpg,1,Trong khi một số người đang tham gia một trận đấu bóng đá thì hai cậu bé đang tập luyện riêng kỹ năng đá bóng,29392
6915111992.jpg,2,Một đứa trẻ trong trang phục màu vàng cố gắng ghi một bàn thắng trong trận bóng đá trong khi thủ môn trong trang phục màu đỏ cố gắng chặn cú sút,29392
6915111992.jpg,3,Hai cậu bé đang chơi một trận bóng đá mặc đồng phục màu vàng và màu đỏ,29392
6915111992.jpg,4,Một cậu bé với một bộ đồng phục bóng đá màu vàng và đen cố gắng ghi bàn thắng,29392
6917516932.jpg,0,Trọng tài và các khán giả đang nhìn vào một cầu thủ bóng chày đang trượt vào gốc và người còn lại đang nhảy trên không trung,29401
6917516932.jpg,1,Một cầu thủ bóng chày nằm trên mặt đất trong khi một người khác nhảy lên phía trên anh ta,29401
6917516932.jpg,2,Một cầu thủ bóng chày đang trượt vào gôn trong khi cầu thủ đối phương đang nhảy lên,29401
6917516932.jpg,3,Một cầu thủ bóng chày đã chạm vào gôn trong khi cầu thủ đối phương đang nhảy qua anh ấy,29401
6917516932.jpg,4,Một người đàn ông đang nhảy rất cao trên một người đàn ông khác,29401
6928261287.jpg,0,Một cầu thủ đại học đang nhảy lên để ghi bàn và đang bị chặn lại bởi cầu thủ khác trong một giải đấu chuyên nghiệp,29442
6928261287.jpg,1,Trận đấu bóng rổ giữa hai đội màu vàng và màu đỏ đang diễn ra trong khi một cầu thủ mặc áo màu vàng đang nhảy lên đưa bóng vào rổ,29442
6928261287.jpg,2,Một cầu thủ bóng rổ đang cố gắng ghi bàn trong khi một cầu thủ bóng rổ khác đang cố gắng chặn cú ném của anh ấy,29442
6928261287.jpg,3,Năm cầu thủ bóng rổ đang tranh nhau để kiểm soát bóng trong một trận đấu,29442
6928261287.jpg,4,Một đội bóng rổ trong trang phục màu vàng và một đội bóng rổ trong trang phục màu đỏ đang chơi bóng rổ,29442
6943202340.jpg,0,Một cầu thủ bóng chày đang trượt vào một gôn trong khi một người đang bắt một quả bóng đang bay đến trong một trận bóng chày,29477
6943202340.jpg,1,Một người chơi đang cố gắng chạm vào vạch đích trong khi đối thủ đang sắp bắt được bóng,29477
6943202340.jpg,2,Một cầu thủ bóng chày đang bắt bóng trong khi khán giả đang quan sát,29477
6943202340.jpg,3,Một cầu thủ bóng chày mang găng tay đang chuẩn bị bắt được quả bóng trong không khung,29477
6943202340.jpg,4,Trận đấu bóng chày đang diễn ra và người đánh bóng sắp chạm đến vạch đích trong khi người bắt bóng cũng sắp bắt được quả bóng,29477
7001163737.jpg,0,Hai cầu thủ bóng chuyền trong trang phục màu trắng đứng cạnh một lưới đang cố gắng phòng thủ cú đánh của đội đối phương,29629
7001163737.jpg,1,Một cầu thủ bóng chuyền đang nhảy lên không trung để đánh bóng về phía đội đối thủ,29629
7001163737.jpg,2,Hai đội bóng chuyền một đội trong trang phục màu trắng đội còn lại trong trang phục màu đỏ đang chơi bóng chuyền trước một đám đông,29629
7001163737.jpg,3,Một cầu thủ bóng chuyền nam chuẩn bị đánh bóng,29629
7001163737.jpg,4,Hai đội bóng chuyền nam đang thi đấu với nhau trên một sân vận động,29629
7017792809.jpg,0,Hai cầu thủ bóng rổ một người mặc áo màu đen và đỏ và một người trong trang phục màu xanh và trắng đang thi đấu trong sự quan sát của trọng tài và đám đông khán giả,29662
7017792809.jpg,1,Một cầu thủ bóng rổ mặc áo màu trắng rê bóng trong khi bị ngăn chặn bởi một người chơi khác trong bộ đồng phục màu đen,29662
7017792809.jpg,2,Hai cầu thủ bóng rổ nam đang cạnh tranh nhau trong trận đấu bóng rổ trong khi trọng tài đang đứng đằng sau quan sát,29662
7017792809.jpg,3,Hai người đàn ông đang chơi trong một trận đấu bóng rổ với nhau,29662
7017792809.jpg,4,Trận đấu bóng rổ đang diễn ra với sự tham gia của hai đội bóng rổ màu trắng và đội màu đen,29663
7018032339.jpg,0,Một cầu thủ bóng đá trong trang phục xanh nhạt đang truy đổi cầu thủ mặc áo đen trắng sọc trong một trận bóng đá,29663
7018032339.jpg,1,Một trận đấu bóng đá đang được diễn ra trong khi khi hai người đàn ông cố gắng tiếp cận quả bóng trước đối thủ của họ,29663
7018032339.jpg,2,Trong một trận đấu bóng đá những người chơi bóng đá đang đuổi theo quả bóng trong suốt trận,29663
7018032339.jpg,3,Một cầu thủ trong trang phục đen trắng sọc đang rê bóng thoát khỏi sự truy đuổi của cầu thủ đối phương,29663
7018032339.jpg,4,Những người đàn ông đang tham gia một trận đấu bóng đá,29663
7018032353.jpg,0,Năm người đàn ông hai trong đó mặc đồng phục màu xanh và ba trong đó mặc đồng phục sọc đen và trắng đang chơi bóng đá trong khi một trong những người đàn ông mặc đồng phục màu xanh đang nhảy lên để đá bóng,29664
7018032353.jpg,1,Một cầu thủ bóng đá nhảy lên cao trong không trung để đá bóng trong khi bị truy đuổi bởi một số đối thủ khác,29664
7018032353.jpg,2,Một người đàn ông mặc áo màu xanh đang đá một quả bóng trong không trung,29664
7018032353.jpg,3,Một cầu thủ bóng đá nhảy rất cao để đá và những người đồng đội đang quan sát anh ta,29664
7018032353.jpg,4,Một người đàn ông đang nhảy cao để đá bóng trên không trung trong khi chơi bóng đá,29664
7026785077.jpg,0,Một cầu thủ bóng rổ đưa bóng vào rổ trong khi mọi người đang nhìn vào,29687
7026785077.jpg,1,Một cầu thủ bóng rổ ghi bàn trong một trận đấu bóng rổ với một đám đông khán giả đang xem,29687
7026785077.jpg,2,Một cầu thủ bóng rổ nhảy lên và đưa bóng vào rổ trong một trận bóng rổ,29687
7026785077.jpg,3,Một cầu thủ bóng rổ trong trang phục màu đỏ ghi bàn trước mặt các cầu thủ đội áo màu vàng,29687
7026785077.jpg,4,Một cú nhảy đưa bóng vào rổ vừa được thực hiện trong một trận đấu bóng rổ,29687
7035417199.jpg,0,Một trận đấu bóng đá đang diễn ra giữa hai đội một đội với những người chơi mặc áo màu vàng và đen và một đội khác mặc đồ màu xanh nhạt và trắng với một cầu thủ đang sút bóng,29705
7035417199.jpg,1,Đội màu vàng đang cố gắng đưa bóng vượt qua đội màu trắng về phía thủ môn,29705
7035417199.jpg,2,Một nhóm người đang chơi bóng đá và hai người chơi từ các đội đối lập đang tranh giành bóng,29705
7035417199.jpg,3,Một trận bóng đá giữa một đội áo trắng và một đội áo vàng,29705
7035417199.jpg,4,Một cầu thủ trong trang phục màu vàng đang cố gắng rê bóng qua cầu thủ đội màu trắng để ghi bàn trong một trận đấu bóng đá,29705
7052167961.jpg,0,Ba người đàn ông đang mặc đồng phục bóng chày và một người ở giữa đang trượt đến gôn trong khi người bắt bóng đã loại anh ta,29721
7052167961.jpg,1,Người bắt bóng chày đang cố gắng gắn thẻ một người chơi của đội đối thủ đang trượt vào gôn nhà,29721
7052167961.jpg,2,Một người đàn ông bóng chày trượt mình vào gôn trong khi người đàn ông kia chạm vào gôn cùng một lúc,29721
7052167961.jpg,3,Một người bắt đang cố gắng gắn thẻ một người chạy đang trượt vào gôn nhà,29721
7052167961.jpg,4,Một cầu thủ đang trượt vào gôn nhà,29721
7063636373.jpg,0,Một trọng tài mặc trang phục màu đen đang quan sát người đánh bóng đã chạm tới vạch đích chưa hay người bắt bóng đã bắt được bóng trước,29743
7063636373.jpg,1,Một cầu thủ bóng chày mang một chiếc mũ bảo hiểm màu nâu đang trượt vào gôn trong khi một cầu thủ bóng chày đang bắt quả bóng,29743
7063636373.jpg,2,Một trọng tài nhìn vào một cầu thủ bóng chày đang ngã xuống sau khi bắt bóng trong khi một cầu thủ đối thủ vừa trượt vào gôn,29743
7063636373.jpg,3,Một cầu thủ bóng chày đã thành công chạm đến gôn trong khi hậu vệ đã mất thăng bằng,29743
7063636373.jpg,4,Trọng tài đang đánh giá một tình huống bóng chày để quyết định xem có điểm hay không,29743
7081260077.jpg,0,Một trận đấu bóng bầu dục đang diễn ra trong khi một cầu thủ đang có bóng bị ngăn cản bởi cầu thủ đối phương,29769
7081260077.jpg,1,Một người đàn ông mặc áo đỏ và trắng chạy với một quả bóng bầu dục trong khi một cầu thủ trong trang phục màu xanh đang cố gắng chặn anh ta,29769
7081260077.jpg,2,Cầu thủ bóng bầu dục đang bị cản trở bởi người chơi đằng sau anh ta,29769
7081260077.jpg,3,Người chơi bóng bầu dục trong trang phục màu xanh đang ngăn cản cầu thủ đội đỏ trước mặt anh ta,29769
7081260077.jpg,4,Một cầu thủ bóng bầu dục trong trang phục màu đó đang cố gắng thoát khỏi sự ngăn cản của đối thủ trong khi đồng đội của anh ta đứng quan sát,29769
7099368287.jpg,0,Hai cầu thủ bóng đá thuộc các đội khác nhau va chạm giữa không trung trong khi cả hai đang nhảy lên giành lấy quả bóng,29788
7099368287.jpg,1,Hai cầu thủ bóng đá cạnh tranh cho quả bóng trong khi một cầu thủ khác nhìn vào,29788
7099368287.jpg,2,Hai người đàn ông đang nhảy và va chạm trong không trung trong khi hai người đàn ông khác đứng quan sát,29788
7099368287.jpg,3,Cầu thủ bóng đá đang nhảy lên không trung để đánh bóng bằng đầu,29788
7099368287.jpg,4,Hai cầu thủ bóng đá nhảy vào cố gắng giành lấy quả bóng,29788
7130336193.jpg,0,Hai đứa trẻ chơi bóng đá trên sân một người đang mặc một chiếc áo màu xanh và người kia đang mặc một chiếc áo màu cam,29830
7130336193.jpg,1,Một cầu thủ bóng đá trong bộ đồng phục màu cam bị đánh vào mặt bởi một quả bóng được đá bởi một cầu thủ màu xanh,29830
7130336193.jpg,2,Một cậu bé mặc áo xanh đá một quả bóng đá vào đầu một cậu bé mặc áo cam,29830
7130336193.jpg,3,Hai chàng trai tập luyện bóng đá,29830
7130336193.jpg,4,Hai chàng trai đang chơi bóng đá với nhau,29830
7153787897.jpg,0,Hai đội bóng bầu dục đang chơi trên sân trong khi một trong những người chơi mặc đồng phục màu đen bị ngăn cản bởi đội đối phương trong màu áo đỏ và trắng,29858
7153787897.jpg,1,Một cầu thủ bóng bóng bầu dục đã ngăn chặn và hạ gục một người chơi khác từ đội đối thủ,29858
7153787897.jpg,2,Hai đội luyện tập bóng đá một đội mặc đồng phục màu đen và đội kia mặc màu đỏ và trắng,29858
7153787897.jpg,3,Tám cầu thủ bóng bầu dục đang chơi bóng bầu dục trong khi một cầu thủ phòng ngự đã đánh chặn thành công đối thủ,29858
7153787897.jpg,4,Một cầu thủ bóng bầu dục đang ngăn cản một cầu thủ bóng bầu dục khác của đội đối phương,29858
7173234758.jpg,0,Một tay vợt nam mặc áo màu xanh và quần short trắng đang chuẩn bị đánh bóng,29895
7173234758.jpg,1,Một người chơi tennis trong một chiếc áo sơ mi màu xanh và quần short trắng đang tiến về phía một quả bóng tennis trên sân tennis,29895
7173234758.jpg,2,Một người chơi tennis mặc áo thun màu xanh và quần trắng đang tham gia một trận đấu tennis,29895
7173234758.jpg,3,Một người đàn ông đang cố gắng tiếp cận quả bóng tennis trong một trò chơi tennis,29895
7173234758.jpg,4,Một người đàn ông tại một sân tennis chơi tennis,29895
7197674214.jpg,0,Một cầu thủ bóng đá trong trang phục màu trắng đang đá một quả bóng trong khi thủ môn đang cố gắng phá bóng ra và một hậu vệ mặc áo màu đỏ cũng đang tìm cách ngăn chặn quả bóng,29935
7197674214.jpg,1,Hai cầu thủ bóng đá đuổi theo sau một thành viên của đội đối thủ đang cố gắng để kiểm soát bóng,29935
7197674214.jpg,2,Một cầu thủ bóng đá tìm cách rê bóng qua thủ môn người đang trượt đến để cướp bóng,29935
7197674214.jpg,3,Ba cầu thủ bóng đá đang thi đấu trên sân trong khi khán giả quan sát,29935
7197674214.jpg,4,Ba người đàn ông theo đuổi một quả bóng đá trong khi một đám đông khán giả đang xem,29935
7252718418.jpg,0,Một cô bé đáng yêu với bím tóc và mang kính chuẩn bị vung gậy đánh quả bóng chày,29999
7252718418.jpg,1,Một cô gái nhỏ bé cố gắng đánh một quả bóng được đặt cố định,29999
7252718418.jpg,2,Một cô gái tóc vàng đang vung gậy đánh bóng của mình đánh một quả bóng,29999
7252718418.jpg,3,Một cô bé đang tập luyện đánh một quả bóng chày bằng gậy,29999
7252718418.jpg,4,Một cô bé đang chơi bóng chày,29999
7278633600.jpg,0,Một cậu bé chơi bóng đá và chuẩn bị có một cú đánh đầu trong khi đối thủ của anh ấy đang nhìn vào từ băng ghế dự bị,30026
7278633600.jpg,1,Một cầu thủ bóng đá mặc một bộ đồng phục màu đỏ đang chơi bóng đá,30026
7278633600.jpg,2,Một chàng trai mặc đồng phục màu đỏ nảy một quả bóng đá ra khỏi đầu mình,30026
7278633600.jpg,3,Một cầu thủ bóng đá trong một đồng phục màu đỏ đang kiểm soát bóng,30026
7278633600.jpg,4,Một anh chàng đang chơi bóng bằng đầu của mình trong một trận bóng đá,30026
7295359360.jpg,0,Người đàn ông đang chơi bóng chày với chiếc mũ bảo vệ màu xanh và đồng phục bóng chày màu trắng đang vung gậy đánh bóng và đã bỏ lỡ bóng,30053
7295359360.jpg,1,Một người đánh bóng trong trang phục màu trắng và màu xanh đang đánh bóng trong khi bốn người chơi khác đang quan sát,30053
7295359360.jpg,2,Một người đàn ông bóng chày đang chơi bóng chày và đánh bóng chày trong khi người đàn ông khác nhìn vào,30053
7295359360.jpg,3,Một cầu thủ bóng chày đánh một quả bóng với gậy bóng chày,30053
7295359360.jpg,4,Một người chơi vung gậy và đánh trượt một quả bóng chày đang bay đến,30053
7309159954.jpg,0,Một cầu thủ bóng bầu dục sắp đá một quả bóng đến đồng đội trong khi một số cầu thủ khác đang đuổi theo anh ta,30072
7309159954.jpg,1,Một người đánh bóng bóng đá với một chiếc áo trắng và đỏ sắp đặt một cú đá và đồng đội của mình đang đuổi theo sau quả bóng,30072
7309159954.jpg,2,Các cầu thủ bóng bầu dục mặc đồng phục trắng đỏ và đen đang chạy trên sân,30072
7309159954.jpg,3,Một đội bóng bầu dục đang chạy xuống sân trong khi tiền vệ đang thực hiện một cú đá,30072
7309159954.jpg,4,Một đội bóng bầu dục đang chạy khi người đá chạm bóng,30072
7309432042.jpg,0,Ba người đàn ông mặc áo xanh dương đang cố gắng ghi bàn thắng về phía khung thành của đội trang phục màu trắng và thủ môn mặc áo màu xanh lá cây,30074
7309432042.jpg,1,Một sân bóng đá nơi thủ môn đang mặc một chiếc áo xanh lá vừa mới được bắt bóng,30074
7309432042.jpg,2,Một thủ môn bắt quả bóng trong trận đấu bóng đá trong một sân vận động,30074
7309432042.jpg,3,Một thủ môn bóng đá nhảy lên để cứu bóng,30074
7309432042.jpg,4,Một thủ môn bóng đá đang nhảy lên không trung để bắt quả bóng đang bay,30074
7393977570.jpg,0,Hai cầu thủ bóng bầu dục nhảy lên không trung trong khi cầu thủ đội đối phương đang cố gắng vượt qua họ,30172
7393977570.jpg,1,Hai cầu thủ phòng ngự nhảy lên không trung để ngăn chặn đối thủ vượt qua,30172
7393977570.jpg,2,Các cầu thủ bóng bầu dục đang phòng thủ đội đối thủ trong trận đấu bóng bầu dục,30172
7393977570.jpg,3,Các cầu thủ bóng bầu dục đang chạy để giữ được bóng,30172
7393977570.jpg,4,Bốn cầu thủ bóng bầu dục đang chơi bóng bầu dục trên sân,30172
7589467042.jpg,0,Năm người đàn ông đang thi đấu trong một trận đấu bóng rổ trong khi người đàn ông trong trang phục màu đen đang giữ bóng,30423
7589467042.jpg,1,Một thành viên của đội bóng rổ đang kiểm soát một quả bóng trong một trận đấu,30423
7589467042.jpg,2,Một nhóm thanh niên đang chơi bóng rổ một trong số đó đang rê bóng khỏi sự truy đuổi của các cầu thủ khác,30423
7589467042.jpg,3,Một số chàng trai đang chơi bóng rổ trên sân vận động,30423
7589467042.jpg,4,Một trận bóng rổ diễn ra ở trường trung học,30423
7600282242.jpg,0,Một người đàn ông mặc đồng phục trắng và đen đang cố gắng đánh bóng chày,30446
7600282242.jpg,1,Một cầu thủ bóng chày đang vung gậy vào một quả bóng chày được ném bởi một người ném bóng,30446
7600282242.jpg,2,Một cầu thủ bóng chày đang vung gậy của mình để đánh một quả bóng chày,30446
7600282242.jpg,3,Một người đánh bóng đang sẵn sàng để đánh một quả bóng đang bay đến với anh ta,30446
7600282242.jpg,4,Một cầu thủ bóng chày đang vung chiếc gậy về phía quả bóng chày,30446
761000714.jpg,0,Một nhóm trẻ em trong trang phục xanh và đỏ đang chơi bóng đá,30461
761000714.jpg,1,Những đứa trẻ trẻ đang chơi bóng đá trên sân cỏ,30461
761000714.jpg,2,Năm đứa trẻ đang đuổi theo một quả bóng đá,30461
761000714.jpg,3,Năm đứa trẻ đang chơi bóng đá,30461
761000714.jpg,4,Những đứa trẻ đang chơi bóng đá cùng nhau trên một sân cỏ,30461
7652712058.jpg,0,Một trận bóng đá với đội áo sọc xanh đang cố gắng ghi bàn thắng trong khi đó đội bóng với trang phục màu đỏ đang bảo vệ khung thành,30520
7652712058.jpg,1,Một trận đấu bóng đá đang được diễn ra giữa đội màu đỏ và đội màu xanh,30520
7652712058.jpg,2,Một trận bóng đá chuyên nghiệp đang diễn ra trên sân vận động,30520
7652712058.jpg,3,Một cầu thủ trong trang phục xanh đang cố gắng rê bóng trước sự phòng vệ của các cầu thủ đội đỏ,30520
7652712058.jpg,4,Các cầu thủ đang thi đấu trên sân vận động trong một trận đấu bóng đá với rất đông khán giả đến xem,30520
7677915788.jpg,0,Một bàn thắng vừa được ghi trong một trận bóng đá giữa hai đội một đội mặc trang phục màu đỏ và đội kia mặc trang phục màu vàng,30567
7677915788.jpg,1,Một cầu thủ thuộc đội bóng màu đỏ vừa ghi bàn trong khi đội đối thủ đang nhìn quả bóng đi vào,30567
7677915788.jpg,2,Một vài cầu thủ bóng đá đang chăm chú theo dõi bóng và người thủ môn,30567
7677915788.jpg,3,Một số cầu thủ bóng đá đang quan sát một thủ môn cố gắng bảo vệ khung thành khỏi cú sút,30567
7677915788.jpg,4,Những người đàn ông đang chơi bóng đá trên một sân cỏ ngoài trời,30567
7700078440.jpg,0,Một thành viên của một đội bóng chuyền vừa đánh bóng qua lưới trong khi đội khác đang cố gắng chặn nó,30592
7700078440.jpg,1,Hai đội bóng chuyền đang thi đấu với nhau đội bóng có trang phục màu xanh đỏ đang cố gắng chặn cú đánh từ đội màu trắng,30592
7700078440.jpg,2,Hai đội bóng chuyền nữ đang cạnh tranh trong một trận đấu bóng chuyền với một số khán giả đến xem,30592
7700078440.jpg,3,Hai đội bóng chuyền nữ đều mặc đồng phục cạnh tranh với nhau trong một trận đấu bóng chuyền,30592
7700078440.jpg,4,Một trận đấu bóng chuyền nữ đang diễn ra trong nhà,30592
7700080224.jpg,0,Hai đội bóng chuyền nữ đang cạnh tranh với nhau trên sân trong khi trọng tài trong trang phục đen đang quan sát trận đấu,30594
7700080224.jpg,1,Những người phụ nữ đang thi đấu trong một trận đấu bóng chuyền,30594
7700080224.jpg,2,Những người phụ nữ đang chơi bóng chuyền trên sân vận động trong nhà,30594
7700080224.jpg,3,Trong một trận đấu bóng chuyền một cầu thủ trang phục màu trắng đang nhảy lên để đỡ bóng,30594
7700080224.jpg,4,Một số người phụ nữ đang chơi bóng chuyền,30594
7754646766.jpg,0,Một người phụ nữ mặc đồng phục bóng rổ màu trắng và đỏ chuẩn bị ném phạt trong trận đấu bóng rổ,30691
7754646766.jpg,1,Một nữ cầu thủ bóng rổ đang chuẩn bị ném bóng trong khi những người chơi khác đang quan sát cô ấy,30691
7754646766.jpg,2,Một người phụ nữ mặc đồng phục bóng rổ màu đỏ và trắng chuẩn bị ném một cú ném phạt,30691
7754646766.jpg,3,Những cầu thủ bóng rổ đứng ở hai bên trong khi cô gái trong trang phục trắng chuẩn bị ném bóng,30691
7754646766.jpg,4,Một nữ cầu thủ bóng rổ đang ném một cú ném trong trận đấu,30691
7754828606.jpg,0,Một cầu thủ bóng chuyền trong trang phục màu đỏ cố gắng đánh một quả bóng trong khi hai cầu thủ mặc áo màu đang chặn bóng qua lưới trong một trận đấu bóng chuyền,30693
7754828606.jpg,1,Một người đàn ông đang nhảy lên đánh một quả bóng chuyền,30693
7754828606.jpg,2,Một người đàn ông đang đánh một quả bóng chuyền qua lưới,30693
7754828606.jpg,3,Người đàn ông nhảy lên để đánh quả bóng về phía đối thủ,30693
7754828606.jpg,4,Đàn ông đang chơi bóng chuyền trên sân,30693
7757250094.jpg,0,Người đánh bóng vừa đánh một quả bóng trong khi trọng tài và người bắt nhìn theo đường bóng bay,30701
7757250094.jpg,1,Một cầu thủ bóng chày nhìn theo quả bóng đang bay khi vừa mới vung gậy đánh nó,30701
7757250094.jpg,2,Một số người đứng bên ngoài hàng rào xem một cậu bé đánh bóng,30701
7757250094.jpg,3,Một cầu thủ bóng chày vung gậy của mình để đánh một quả bóng chày,30701
7757250094.jpg,4,Người chơi bóng chày đang chơi bóng chày tại công viên,30701
7764482932.jpg,0,Một cầu thủ bóng chuyền tóc vàng trong một chiếc áo xám và mang kính râm đánh một quả bóng chuyền trong khi đứng trên cát,30714
7764482932.jpg,1,Một chiếc kính râm của cầu thủ bóng chuyền cho thấy sự phản chiếu của bóng chuyền ở phía trước mặt cô ấy,30714
7764482932.jpg,2,Một người phụ nữ đang đỡ một quả bóng chuyền trên bãi biển,30714
7764482932.jpg,3,Một người phụ nữ tóc vàng chơi bóng chuyền vào một ngày nắng ở bãi biển,30714
7764482932.jpg,4,Một cô gái đang chơi bóng chuyền trên bãi biển,30714
7812612114.jpg,0,Một cầu thủ bóng đá trong một chiếc áo trắng đang ngã xuống đất trong khi người chơi mặc áo xanh giành lấy quyền kiểm soát bóng,30793
7812612114.jpg,1,Hai cầu thủ bóng đá trong trang phục màu xanh lá cây cố gắng cướp lấy bóng từ một cầu thủ mặc đồ trắng,30793
7812612114.jpg,2,Hai đội bóng đá đang cạnh tranh ở một sân vận động với đầy người xem,30793
7812612114.jpg,3,Một trò chơi bóng đá đang diễn ra trong khi hai đội đang tranh giành quả bóng,30793
7812612114.jpg,4,Những người đàn ông đang tham gia một trận đấu bóng đá,30793
7863346994.jpg,0,Trên sân bóng rổ ngoài trời một người đàn ông nhảy về phía rổ với quả bóng trong khi một số người chơi khác nhìn vào,30843
7863346994.jpg,1,Năm người đàn ông nhìn vào một người đàn ông khác đang nhảy lên trong khi cố gắng ném một quả bóng rổ,30843
7863346994.jpg,2,Một người đàn ông đang nhảy với quả bóng trong tay trong một trận bóng rổ,30843
7863346994.jpg,3,Những người đàn ông chơi bóng rổ và anh chàng áo xanh đang cố gắng ghi bàn,30843
7863346994.jpg,4,Một nhóm đàn ông đang chơi bóng rổ trên sân ngoài trời,30843
7920471750.jpg,0,Một cầu thủ bóng chày đang trượt vào gôn nhà trong khi người bắt cố gắng gắn thẻ anh ta và trọng tài đang đứng bên cạnh quan sát,30887
7920471750.jpg,1,Một người chạy đang trượt vào gôn nhà cố gắng tránh né người bắt bóng trong một trận bóng chày,30887
7920471750.jpg,2,Một người chơi trượt về nhà trong khi những người bắt bóng cố gắng ngăn cản anh ta,30887
7920471750.jpg,3,Một trọng tài đã sẵn sàng để thực hiện một dấu hiệu trong một trò chơi bóng chày,30887
7920471750.jpg,4,Một trong tài đang quan sát một cầu thủ bóng chày trượt về nhà,30887
7958174552.jpg,0,Hai người đàn ông mặc đồng phục và ngồi xe lăn đang tiếp cận một quả bóng trắng trên sân bóng rổ,30920
7958174552.jpg,1,Hai đội đang cạnh tranh quả bóng rổ trong không trung,30920
7958174552.jpg,2,Trận đấu bóng chuyền dành cho người khuyết tật diễn ra với hai đội màu vàng và đội màu đỏ trong khi hai đội bóng rổ đnag tranh giành nhau quả bóng,30920
7958174552.jpg,3,Những người đàn ông thách thức về thể chất trong xe lăn tham gia vào một trò chơi thể thao,30920
7958174552.jpg,4,Hai thành viên của một đội bóng rổ với xe lăn cạnh tranh lẫn nhau,30920
8040947572.jpg,0,Một cầu thủ bóng bầu dục trong bộ đồng phục màu đỏ và đen và một chiếc mũ bảo hiểm màu đen đang giữ bóng và bị bao quanh bởi những người chơi đối thú mặc đồng phục màu trắng và tím,31025
8040947572.jpg,1,Một cầu thủ bóng bầu dục trong một chiếc áo đỏ và đen đang cố gắng vượt khỏi sự truy đuổi của các thành viên đội màu trắng tím,31025
8040947572.jpg,2,Một đội bóng bầu dục mặc áo màu tím và trắng cố gắng ngăn chặn cầu thủ với quả bóng trên tay,31025
8040947572.jpg,3,Một nhóm các cầu thủ bóng bầu dục cố gắng ngăn chặn một người chơi khác,31025
8040947572.jpg,4,Các cầu thủ đang tham gia thi đấu một trận đấu bóng bầu dục,31025
8052575239.jpg,0,Hàng trăm khán giả đang xem một trận bóng đá giữa một đội mặc áo xanh lá và một đội mặc áo đen,31046
8052575239.jpg,1,Một quả bóng đá vừa được đá bởi một đội mặc đồng phục màu đen,31046
8052575239.jpg,2,Một đám đông xem hai đội tham gia một trận đấu bóng đá trên sân,31046
8052575239.jpg,3,Những người đàn ông đang chơi trên sân bóng đá,31046
8052575239.jpg,4,Một trận đấu bóng đá diễn ra khi đội đen vừa phát quả bóng,31046
8112722587.jpg,0,Một người đàn ông mặc quần áo tennis màu xanh và áo polo trắng đang đánh bóng tennis,31125
8112722587.jpg,1,Một người chơi tennis đang chuẩn bị đánh quả bóng đang bay đến ,31125
8112722587.jpg,2,Một người đàn ông trung niên sắp đánh một quả bóng tennis bằng vợt của mình,31125
8112722587.jpg,3,Một người chơi tennis cố gắng đánh một cú đánh vào quả bóng chuyền,31125
8112722587.jpg,4,Một người đàn ông mặc áo trắng đang chơi tennis,31125
8112734986.jpg,0,Một vận động viên quần vợt mặc quần đùi màu xanh và áo trắng thực hiện một cú vung vợt trái tay về phía quả bóng quần vợt,31126
8112734986.jpg,1,Trận đấu quần vợt nam đang diễn ra trên sân,31126
8112734986.jpg,2,Một vận động viên quần vợt chuyên nghiệp đang đỡ một quả bóng trong trận đấu tennis,31126
8112734986.jpg,3,Một vận động viên quần vợt đang đánh bóng cho đối thủ của mình,31126
8112734986.jpg,4,Hai người đàn ông chơi quần vợt một người đang đánh bóng,31126
8127485677.jpg,0,Hai cô gái trên sân đang chạy và chuẩn bị tiếp cận quả bóng đá để đá nó trong khi một cô gái khác đang chạy theo hướng của họ từ phía sau khi người hâm mộ đang theo dõi từ khán đài,31141
8127485677.jpg,1,Hai người phụ nữ đang cạnh tranh nhau quả bóng trong một trận đấu bóng đá,31141
8127485677.jpg,2,Hai cầu thủ bóng đá tranh giành quyền sở hữu bóng đá,31141
8127485677.jpg,3,Hai cô gái đang chơi bóng đá và tranh giành quả bóng,31141
